sequence_id,tof_prop_missing,gesture,pred_imu,pred_all
SEQ_002559,1.0,Wave hello,Wave hello,Wave hello
SEQ_002591,0.0,Neck - pinch skin,Neck - pinch skin,Eyebrow - pull hair
SEQ_002600,0.0,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_002614,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_002622,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_002624,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline
SEQ_002629,0.0,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin
SEQ_002631,0.0,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_002652,0.0,Forehead - scratch,Neck - scratch,Forehead - scratch
SEQ_002653,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_002654,0.0,Neck - pinch skin,Pinch knee/leg skin,Feel around in tray and pull out an object
SEQ_002663,0.0,Eyelash - pull hair,Above ear - pull hair,Forehead - pull hairline
SEQ_002664,0.0,Neck - scratch,Eyebrow - pull hair,Neck - pinch skin
SEQ_002678,0.0,Write name in air,Wave hello,Wave hello
SEQ_002687,0.2,Write name in air,Write name in air,Write name in air
SEQ_002693,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_002695,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair
SEQ_002699,0.0,Text on phone,Text on phone,Text on phone
SEQ_002715,0.2,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_002721,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_002736,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_002740,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_002743,0.0,Write name in air,Write name in air,Write name in air
SEQ_002754,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_002759,0.0,Pinch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_002770,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_002777,0.0,Write name on leg,Write name on leg,Scratch knee/leg skin
SEQ_002782,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_002790,0.0,Above ear - pull hair,Above ear - pull hair,Forehead - pull hairline
SEQ_002802,0.0,Eyelash - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_002812,0.0,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_002815,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_002817,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_002826,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_002833,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_002841,0.0,Neck - pinch skin,Pinch knee/leg skin,Neck - pinch skin
SEQ_002852,0.2,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_002855,0.0,Forehead - pull hairline,Cheek - pinch skin,Forehead - pull hairline
SEQ_002856,0.0,Forehead - scratch,Cheek - pinch skin,Neck - scratch
SEQ_002861,0.0,Eyebrow - pull hair,Neck - pinch skin,Neck - pinch skin
SEQ_002876,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_002890,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_002910,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_002924,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_002926,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_002928,0.0,Text on phone,Text on phone,Text on phone
SEQ_002939,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_002957,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_002962,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_002982,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_002990,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_003018,0.0,Write name in air,Write name in air,Write name in air
SEQ_003027,0.0,Forehead - pull hairline,Above ear - pull hair,Above ear - pull hair
SEQ_003028,0.0,Cheek - pinch skin,Forehead - scratch,Cheek - pinch skin
SEQ_003033,0.0,Text on phone,Text on phone,Text on phone
SEQ_003041,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_003060,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_003066,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_003071,1.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_003073,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_003075,0.0,Cheek - pinch skin,Eyebrow - pull hair,Cheek - pinch skin
SEQ_003081,0.0,Cheek - pinch skin,Forehead - pull hairline,Cheek - pinch skin
SEQ_003090,0.0,Text on phone,Text on phone,Text on phone
SEQ_003092,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_003094,0.0,Eyebrow - pull hair,Cheek - pinch skin,Forehead - pull hairline
SEQ_003098,0.2,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_003134,0.0,Write name in air,Write name in air,Write name in air
SEQ_003164,0.0,Eyebrow - pull hair,Cheek - pinch skin,Eyelash - pull hair
SEQ_003180,0.0,Write name on leg,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_003183,0.0,Eyelash - pull hair,Cheek - pinch skin,Eyelash - pull hair
SEQ_003185,0.0,Text on phone,Text on phone,Text on phone
SEQ_003190,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_003191,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_003207,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_003221,1.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_003226,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_003230,0.0,Cheek - pinch skin,Forehead - pull hairline,Cheek - pinch skin
SEQ_003253,0.0,Text on phone,Text on phone,Text on phone
SEQ_003260,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_003282,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_003297,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_003332,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_003334,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_003338,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_003343,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_003345,0.0,Wave hello,Wave hello,Wave hello
SEQ_003348,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_003356,0.0,Above ear - pull hair,Neck - scratch,Above ear - pull hair
SEQ_003363,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_003399,0.0,Wave hello,Wave hello,Wave hello
SEQ_003415,0.0,Eyebrow - pull hair,Neck - pinch skin,Neck - pinch skin
SEQ_003418,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_003421,0.0,Text on phone,Text on phone,Text on phone
SEQ_003423,0.0,Neck - pinch skin,Neck - scratch,Forehead - pull hairline
SEQ_003433,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_003447,0.0,Text on phone,Text on phone,Text on phone
SEQ_003453,0.0,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_003464,0.0,Eyelash - pull hair,Cheek - pinch skin,Eyelash - pull hair
SEQ_003482,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_003489,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_003520,0.2,Cheek - pinch skin,Eyebrow - pull hair,Eyelash - pull hair
SEQ_003532,0.0,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_003539,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_003549,0.0,Above ear - pull hair,Above ear - pull hair,Forehead - pull hairline
SEQ_003552,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_003556,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_003560,0.0,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair
SEQ_003564,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_003582,0.0,Eyebrow - pull hair,Neck - pinch skin,Eyebrow - pull hair
SEQ_003588,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_003589,0.0,Wave hello,Wave hello,Wave hello
SEQ_003604,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_003614,0.0,Text on phone,Text on phone,Text on phone
SEQ_003615,0.0,Neck - scratch,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_003635,0.0,Wave hello,Wave hello,Wave hello
SEQ_003652,0.0,Forehead - scratch,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_003665,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_003671,0.2,Cheek - pinch skin,Forehead - pull hairline,Cheek - pinch skin
SEQ_003675,0.0,Write name in air,Write name in air,Write name in air
SEQ_003678,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_003679,0.0,Eyelash - pull hair,Text on phone,Forehead - scratch
SEQ_003708,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_003714,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_003715,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_003717,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_003727,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_003730,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_003738,0.0,Drink from bottle/cup,Pull air toward your face,Pull air toward your face
SEQ_003742,0.0,Eyelash - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_003744,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_003746,0.0,Write name in air,Write name in air,Write name in air
SEQ_003750,0.0,Write name in air,Write name in air,Write name in air
SEQ_003753,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_003762,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_003766,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_003776,0.0,Forehead - scratch,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_003784,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_003820,0.0,Wave hello,Wave hello,Wave hello
SEQ_003856,0.0,Wave hello,Wave hello,Wave hello
SEQ_003883,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_003902,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_003905,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_003911,0.0,Forehead - pull hairline,Cheek - pinch skin,Cheek - pinch skin
SEQ_003913,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_003926,0.0,Neck - scratch,Neck - scratch,Cheek - pinch skin
SEQ_003929,0.0,Text on phone,Text on phone,Text on phone
SEQ_003935,0.0,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline
SEQ_003941,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_003949,0.0,Text on phone,Text on phone,Text on phone
SEQ_003950,0.0,Wave hello,Wave hello,Wave hello
SEQ_003958,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_003960,0.0,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_003965,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_003975,0.0,Neck - pinch skin,Neck - pinch skin,Neck - scratch
SEQ_003976,0.0,Write name in air,Write name in air,Write name in air
SEQ_003978,0.0,Write name in air,Write name in air,Write name in air
SEQ_003987,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_003988,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_004003,0.0,Write name in air,Write name in air,Write name in air
SEQ_004029,0.0,Neck - pinch skin,Eyelash - pull hair,Eyelash - pull hair
SEQ_004042,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_004062,0.0,Wave hello,Pull air toward your face,Pull air toward your face
SEQ_004087,0.0,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin
SEQ_004091,0.0,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_004092,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_004105,0.0,Write name in air,Write name in air,Wave hello
SEQ_004122,0.0,Text on phone,Text on phone,Text on phone
SEQ_004132,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_004142,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_004145,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_004146,0.2,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_004175,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_004196,0.0,Forehead - pull hairline,Forehead - scratch,Forehead - pull hairline
SEQ_004222,0.0,Forehead - pull hairline,Forehead - scratch,Eyebrow - pull hair
SEQ_004243,0.0,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline
SEQ_004257,0.0,Forehead - pull hairline,Above ear - pull hair,Forehead - pull hairline
SEQ_004258,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_004261,0.0,Eyebrow - pull hair,Neck - scratch,Neck - scratch
SEQ_004267,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_004294,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_004307,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_004308,0.0,Text on phone,Text on phone,Text on phone
SEQ_004309,0.0,Text on phone,Text on phone,Text on phone
SEQ_004356,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_004359,0.0,Neck - scratch,Neck - pinch skin,Neck - scratch
SEQ_004366,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_004369,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_004389,0.0,Above ear - pull hair,Neck - pinch skin,Neck - scratch
SEQ_004390,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_004393,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_004404,0.0,Write name in air,Write name in air,Write name in air
SEQ_004406,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_004407,0.0,Text on phone,Text on phone,Text on phone
SEQ_004414,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_004417,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_004430,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_004432,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_004441,0.0,Pinch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_004444,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_004445,0.0,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_004446,0.0,Wave hello,Wave hello,Wave hello
SEQ_004461,0.0,Wave hello,Wave hello,Wave hello
SEQ_004466,0.0,Eyelash - pull hair,Cheek - pinch skin,Eyelash - pull hair
SEQ_004468,0.0,Scratch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_004476,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_004487,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_004499,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_004507,0.0,Forehead - scratch,Forehead - scratch,Forehead - pull hairline
SEQ_004510,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_004512,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_004514,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_004517,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_004519,0.0,Above ear - pull hair,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_004536,1.0,Forehead - scratch,Forehead - scratch,Cheek - pinch skin
SEQ_004547,0.0,Write name in air,Write name in air,Write name in air
SEQ_004548,0.2,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_004573,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_004583,0.0,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline
SEQ_004584,0.0,Neck - scratch,Cheek - pinch skin,Neck - pinch skin
SEQ_004585,0.0,Text on phone,Text on phone,Text on phone
SEQ_004587,0.0,Text on phone,Neck - scratch,Text on phone
SEQ_004590,0.0,Wave hello,Wave hello,Wave hello
SEQ_004593,0.2,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_004597,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_004601,0.0,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_004623,0.0,Wave hello,Forehead - pull hairline,Wave hello
SEQ_004624,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_004628,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_004655,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_004656,0.0,Wave hello,Wave hello,Wave hello
SEQ_004658,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_004677,0.0,Text on phone,Text on phone,Text on phone
SEQ_004688,0.0,Write name in air,Write name in air,Write name in air
SEQ_004709,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_004747,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_004748,0.0,Forehead - pull hairline,Neck - scratch,Forehead - pull hairline
SEQ_004754,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_004768,0.0,Text on phone,Text on phone,Text on phone
SEQ_004780,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_004791,0.0,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin
SEQ_004805,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_004812,0.0,Neck - scratch,Neck - scratch,Cheek - pinch skin
SEQ_004827,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_004829,0.0,Above ear - pull hair,Cheek - pinch skin,Above ear - pull hair
SEQ_004841,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_004853,0.0,Forehead - scratch,Forehead - scratch,Eyelash - pull hair
SEQ_004861,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_004873,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_004888,0.0,Wave hello,Wave hello,Wave hello
SEQ_004892,0.0,Write name in air,Write name in air,Write name in air
SEQ_004894,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_004904,0.0,Forehead - pull hairline,Text on phone,Write name in air
SEQ_004914,0.0,Wave hello,Wave hello,Wave hello
SEQ_004920,0.0,Cheek - pinch skin,Eyebrow - pull hair,Cheek - pinch skin
SEQ_004922,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_004924,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_004946,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_004951,0.0,Above ear - pull hair,Eyelash - pull hair,Eyebrow - pull hair
SEQ_004956,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_004969,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_004972,0.0,Text on phone,Text on phone,Text on phone
SEQ_004974,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_004988,0.0,Write name in air,Write name in air,Write name in air
SEQ_004991,0.0,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_004993,0.0,Text on phone,Text on phone,Text on phone
